Problem,Method,Seed,Period,Error,Success Rate
SLMD,PushGP+HP+ARM,1012,Train,40.0,False
SLMD,PushGP+HP+ARM,1012,Test,545.0,False
SLMD,PushGP+HP+ARM,1013,Train,0.0,True
SLMD,PushGP+HP+ARM,1013,Test,0.0,True
SLMD,PushGP+HP+ARM,1014,Train,25.0,False
SLMD,PushGP+HP+ARM,1014,Test,795.0,False
SLMD,PushGP+HP+ARM,1015,Train,5.0,False
SLMD,PushGP+HP+ARM,1015,Test,205.0,False
SLMD,PushGP+HP+ARM,1016,Train,30.0,False
SLMD,PushGP+HP+ARM,1016,Test,720.0,False
SLMD,PushGP+HP+ARM,1017,Train,20.0,False
SLMD,PushGP+HP+ARM,1017,Test,1060.0,False
SLMD,PushGP+HP+ARM,1018,Train,25.0,False
SLMD,PushGP+HP+ARM,1018,Test,800.0,False
SLMD,PushGP+HP+ARM,1019,Train,5.0,False
SLMD,PushGP+HP+ARM,1019,Test,355.0,False
SLMD,PushGP+HP+ARM,1020,Train,10.0,False
SLMD,PushGP+HP+ARM,1020,Test,260.0,False
SLMD,PushGP+HP+ARM,1021,Train,15.0,False
SLMD,PushGP+HP+ARM,1021,Test,300.0,False
SLMD,PushGP+HP+ARM,1022,Train,0.0,True
SLMD,PushGP+HP+ARM,1022,Test,155.0,False
SLMD,PushGP+HP+ARM,1023,Train,5.0,False
SLMD,PushGP+HP+ARM,1023,Test,635.0,False
SLMD,PushGP+HP+ARM,1024,Train,30.0,False
SLMD,PushGP+HP+ARM,1024,Test,800.0,False
SLMD,PushGP+HP+ARM,1025,Train,15.0,False
SLMD,PushGP+HP+ARM,1025,Test,620.0,False
SLMD,PushGP,1001,Train,60.0,False
SLMD,PushGP,1001,Test,670.0,False
SLMD,PushGP,1002,Train,30.0,False
SLMD,PushGP,1002,Test,905.0,False
SLMD,PushGP,1003,Train,15.0,False
SLMD,PushGP,1003,Test,590.0,False
SLMD,PushGP,1004,Train,50.0,False
SLMD,PushGP,1004,Test,785.0,False
SLMD,PushGP,1005,Train,55.0,False
SLMD,PushGP,1005,Test,1151.0,False
SLMD,PushGP,1006,Train,70.0,False
SLMD,PushGP,1006,Test,1015.0,False
SLMD,PushGP,1007,Train,60.0,False
SLMD,PushGP,1007,Test,1113.0,False
SLMD,PushGP,1008,Train,40.0,False
SLMD,PushGP,1008,Test,1140.0,False
SLMD,PushGP,1009,Train,35.0,False
SLMD,PushGP,1009,Test,600.0,False
SLMD,PushGP,1010,Train,30.0,False
SLMD,PushGP,1010,Test,515.0,False
SLMD,PushGP,1011,Train,5.0,False
SLMD,PushGP,1011,Test,265.0,False
SLMD,PushGP,1012,Train,45.0,False
SLMD,PushGP,1012,Test,870.0,False
SLMD,PushGP,1013,Train,40.0,False
SLMD,PushGP,1013,Test,900.0,False
SLMD,PushGP,1014,Train,50.0,False
SLMD,PushGP,1014,Test,1537.0,False
SLMD,PushGP,1015,Train,35.0,False
SLMD,PushGP,1015,Test,1731.0,False
SLMD,PushGP,1016,Train,30.0,False
SLMD,PushGP,1016,Test,770.0,False
SLMD,PushGP,1017,Train,35.0,False
SLMD,PushGP,1017,Test,985.0,False
SLMD,PushGP,1018,Train,45.0,False
SLMD,PushGP,1018,Test,825.0,False
SLMD,PushGP,1019,Train,35.0,False
SLMD,PushGP,1019,Test,660.0,False
SLMD,PushGP,1020,Train,45.0,False
SLMD,PushGP,1020,Test,730.0,False
SLMD,PushGP,1021,Train,15.0,False
SLMD,PushGP,1021,Test,298.0,False
SLMD,PushGP,1022,Train,10.0,False
SLMD,PushGP,1022,Test,275.0,False
SLMD,PushGP,1023,Train,25.0,False
SLMD,PushGP,1023,Test,935.0,False
SLMD,PushGP,1024,Train,60.0,False
SLMD,PushGP,1024,Test,735.0,False
SLMD,PushGP,1025,Train,15.0,False
SLMD,PushGP,1025,Test,550.0,False
CSL,PushGP,1001,Train,2.0,False
CSL,PushGP,1001,Test,135.0,False
CSL,PushGP,1002,Train,4.0,False
CSL,PushGP,1002,Test,204.0,False
CSL,PushGP,1003,Train,6.0,False
CSL,PushGP,1003,Test,217.0,False
CSL,PushGP,1004,Train,0.0,True
CSL,PushGP,1004,Test,0.0,True
CSL,PushGP,1005,Train,1.0,False
CSL,PushGP,1005,Test,20000195.0,False
CSL,PushGP,1006,Train,0.0,True
CSL,PushGP,1006,Test,32.0,False
CSL,PushGP,1007,Train,0.0,True
CSL,PushGP,1007,Test,0.0,True
CSL,PushGP,1008,Train,0.0,True
CSL,PushGP,1008,Test,8.0,False
CSL,PushGP,1009,Train,0.0,True
CSL,PushGP,1009,Test,48.0,False
CSL,PushGP,1010,Train,0.0,True
CSL,PushGP,1010,Test,12.0,False
CSL,PushGP,1011,Train,0.0,True
CSL,PushGP,1011,Test,57.0,False
CSL,PushGP,1012,Train,0.0,True
CSL,PushGP,1012,Test,0.0,True
CSL,PushGP,1013,Train,3.0,False
CSL,PushGP,1013,Test,189.0,False
CSL,PushGP,1014,Train,8.0,False
CSL,PushGP,1014,Test,207.0,False
CSL,PushGP,1015,Train,0.0,True
CSL,PushGP,1015,Test,0.0,True
CSL,PushGP,1016,Train,1.0,False
CSL,PushGP,1016,Test,58.0,False
CSL,PushGP,1017,Train,0.0,True
CSL,PushGP,1017,Test,0.0,True
CSL,PushGP,1018,Train,1.0,False
CSL,PushGP,1018,Test,130.0,False
CSL,PushGP,1019,Train,0.0,True
CSL,PushGP,1019,Test,35.0,False
CSL,PushGP,1020,Train,0.0,True
CSL,PushGP,1020,Test,0.0,True
CSL,PushGP,1021,Train,6.0,False
CSL,PushGP,1021,Test,218.0,False
CSL,PushGP,1022,Train,0.0,True
CSL,PushGP,1022,Test,0.0,True
CSL,PushGP,1023,Train,0.0,True
CSL,PushGP,1023,Test,0.0,True
CSL,PushGP,1024,Train,5.0,False
CSL,PushGP,1024,Test,118.0,False
CSL,PushGP,1025,Train,0.0,True
CSL,PushGP,1025,Test,93.0,False
SL,PushGP,1001,Train,65.0,False
SL,PushGP,1001,Test,405.0,False
SL,PushGP,1002,Train,50.0,False
SL,PushGP,1002,Test,280.0,False
SL,PushGP,1003,Train,55.0,False
SL,PushGP,1003,Test,170.0,False
SL,PushGP,1004,Train,45.0,False
SL,PushGP,1004,Test,309.0,False
SL,PushGP,1005,Train,35.0,False
SL,PushGP,1005,Test,215.0,False
SL,PushGP,1006,Train,0.0,True
SL,PushGP,1006,Test,207.0,False
SL,PushGP,1007,Train,0.0,True
SL,PushGP,1007,Test,0.0,True
SL,PushGP,1008,Train,0.0,True
SL,PushGP,1008,Test,0.0,True
SL,PushGP,1009,Train,0.0,True
SL,PushGP,1009,Test,5.0,False
SL,PushGP,1010,Train,30.0,False
SL,PushGP,1010,Test,15.0,False
SL,PushGP,1011,Train,75.0,False
SL,PushGP,1011,Test,385.0,False
SL,PushGP,1012,Train,0.0,True
SL,PushGP,1012,Test,0.0,True
SL,PushGP,1013,Train,40.0,False
SL,PushGP,1013,Test,280.0,False
SL,PushGP,1014,Train,0.0,True
SL,PushGP,1014,Test,0.0,True
SL,PushGP,1015,Train,0.0,True
SL,PushGP,1015,Test,0.0,True
SL,PushGP,1016,Train,70.0,False
SL,PushGP,1016,Test,190.0,False
SL,PushGP,1017,Train,0.0,True
SL,PushGP,1017,Test,0.0,True
SL,PushGP,1018,Train,0.0,True
SL,PushGP,1018,Test,0.0,True
SL,PushGP,1019,Train,0.0,True
SL,PushGP,1019,Test,24.0,False
SL,PushGP,1020,Train,55.0,False
SL,PushGP,1020,Test,50.0,False
SL,PushGP,1021,Train,70.0,False
SL,PushGP,1021,Test,1185.0,False
SL,PushGP,1022,Train,60.0,False
SL,PushGP,1022,Test,70.0,False
SL,PushGP,1023,Train,65.0,False
SL,PushGP,1023,Test,115.0,False
SL,PushGP,1024,Train,20.0,False
SL,PushGP,1024,Test,265.0,False
SL,PushGP,1025,Train,11.0,False
SL,PushGP,1025,Test,188.0,False
MD,PushGP,1001,Train,0.0,True
MD,PushGP,1001,Test,0.0,True
MD,PushGP,1002,Train,0.0,True
MD,PushGP,1002,Test,1.0,False
MD,PushGP,1003,Train,0.0,True
MD,PushGP,1003,Test,0.0,True
MD,PushGP,1004,Train,0.0,True
MD,PushGP,1004,Test,8.0,False
MD,PushGP,1005,Train,0.0,True
MD,PushGP,1005,Test,0.0,True
MD,PushGP,1006,Train,0.0,True
MD,PushGP,1006,Test,5.0,False
MD,PushGP,1007,Train,0.0,True
MD,PushGP,1007,Test,0.0,True
MD,PushGP,1008,Train,0.0,True
MD,PushGP,1008,Test,0.0,True
MD,PushGP,1009,Train,0.0,True
MD,PushGP,1009,Test,0.0,True
MD,PushGP,1010,Train,0.0,True
MD,PushGP,1010,Test,0.0,True
MD,PushGP,1011,Train,0.0,True
MD,PushGP,1011,Test,0.0,True
MD,PushGP,1012,Train,0.0,True
MD,PushGP,1012,Test,97.0,False
MD,PushGP,1013,Train,0.0,True
MD,PushGP,1013,Test,0.0,True
MD,PushGP,1014,Train,0.0,True
MD,PushGP,1014,Test,0.0,True
MD,PushGP,1015,Train,0.0,True
MD,PushGP,1015,Test,0.0,True
MD,PushGP,1016,Train,0.0,True
MD,PushGP,1016,Test,131.0,False
MD,PushGP,1017,Train,5.0,False
MD,PushGP,1017,Test,119.0,False
MD,PushGP,1018,Train,0.0,True
MD,PushGP,1018,Test,0.0,True
MD,PushGP,1019,Train,0.0,True
MD,PushGP,1019,Test,0.0,True
MD,PushGP,1020,Train,0.0,True
MD,PushGP,1020,Test,100.0,False
MD,PushGP,1021,Train,0.0,True
MD,PushGP,1021,Test,0.0,True
MD,PushGP,1022,Train,0.0,True
MD,PushGP,1022,Test,0.0,True
MD,PushGP,1023,Train,0.0,True
MD,PushGP,1023,Test,0.0,True
MD,PushGP,1024,Train,0.0,True
MD,PushGP,1024,Test,0.0,True
MD,PushGP,1025,Train,0.0,True
MD,PushGP,1025,Test,0.0,True
MD,KDPS,1001,Train,0.0,True
MD,KDPS,1001,Test,0.0,True
MD,KDPS,1002,Train,0.0,True
MD,KDPS,1002,Test,0.0,True
MD,KDPS,1003,Train,0.0,True
MD,KDPS,1003,Test,0.0,True
MD,KDPS,1004,Train,6.0,False
MD,KDPS,1004,Test,148.0,False
MD,KDPS,1005,Train,0.0,True
MD,KDPS,1005,Test,0.0,True
MD,KDPS,1006,Train,0.0,True
MD,KDPS,1006,Test,90.0,False
MD,KDPS,1007,Train,0.0,True
MD,KDPS,1007,Test,0.0,True
MD,KDPS,1008,Train,0.0,True
MD,KDPS,1008,Test,0.0,True
MD,KDPS,1009,Train,0.0,True
MD,KDPS,1009,Test,0.0,True
MD,KDPS,1010,Train,0.0,True
MD,KDPS,1010,Test,0.0,True
MD,KDPS,1011,Train,0.0,True
MD,KDPS,1011,Test,0.0,True
MD,KDPS,1012,Train,0.0,True
MD,KDPS,1012,Test,0.0,True
MD,KDPS,1013,Train,0.0,True
MD,KDPS,1013,Test,0.0,True
MD,KDPS,1014,Train,0.0,True
MD,KDPS,1014,Test,0.0,True
MD,KDPS,1015,Train,0.0,True
MD,KDPS,1015,Test,0.0,True
MD,KDPS,1016,Train,0.0,True
MD,KDPS,1016,Test,0.0,True
MD,KDPS,1017,Train,0.0,True
MD,KDPS,1017,Test,0.0,True
MD,KDPS,1018,Train,0.0,True
MD,KDPS,1018,Test,1.0,False
MD,KDPS,1019,Train,0.0,True
MD,KDPS,1019,Test,0.0,True
MD,KDPS,1020,Train,0.0,True
MD,KDPS,1020,Test,0.0,True
MD,KDPS,1021,Train,0.0,True
MD,KDPS,1021,Test,0.0,True
MD,KDPS,1022,Train,0.0,True
MD,KDPS,1022,Test,261.0,False
MD,KDPS,1023,Train,8.0,False
MD,KDPS,1023,Test,139.0,False
MD,KDPS,1024,Train,0.0,True
MD,KDPS,1024,Test,0.0,True
MD,KDPS,1025,Train,0.0,True
MD,KDPS,1025,Test,202.0,False
SL,KDPS,1001,Train,0.0,True
SL,KDPS,1001,Test,0.0,True
SL,KDPS,1002,Train,30.0,False
SL,KDPS,1002,Test,100.0,False
SL,KDPS,1003,Train,55.0,False
SL,KDPS,1003,Test,215.0,False
SL,KDPS,1004,Train,0.0,True
SL,KDPS,1004,Test,0.0,True
SL,KDPS,1005,Train,35.0,False
SL,KDPS,1005,Test,210.0,False
SL,KDPS,1006,Train,30.0,False
SL,KDPS,1006,Test,5.0,False
SL,KDPS,1007,Train,30.0,False
SL,KDPS,1007,Test,120.0,False
SL,KDPS,1008,Train,30.0,False
SL,KDPS,1008,Test,45.0,False
SL,KDPS,1009,Train,25.0,False
SL,KDPS,1009,Test,150.0,False
SL,KDPS,1010,Train,0.0,True
SL,KDPS,1010,Test,0.0,True
SL,KDPS,1011,Train,25.0,False
SL,KDPS,1011,Test,505.0,False
SL,KDPS,1012,Train,20.0,False
SL,KDPS,1012,Test,390.0,False
SL,KDPS,1013,Train,0.0,True
SL,KDPS,1013,Test,0.0,True
SL,KDPS,1014,Train,80.0,False
SL,KDPS,1014,Test,260.0,False
SL,KDPS,1015,Train,0.0,True
SL,KDPS,1015,Test,40.0,False
SL,KDPS,1016,Train,25.0,False
SL,KDPS,1016,Test,20.0,False
SL,KDPS,1017,Train,25.0,False
SL,KDPS,1017,Test,260.0,False
SL,KDPS,1018,Train,40.0,False
SL,KDPS,1018,Test,395.0,False
SL,KDPS,1019,Train,30.0,False
SL,KDPS,1019,Test,140.0,False
SL,KDPS,1020,Train,16.0,False
SL,KDPS,1020,Test,295.0,False
SL,KDPS,1021,Train,20.0,False
SL,KDPS,1021,Test,365.0,False
SL,KDPS,1022,Train,30.0,False
SL,KDPS,1022,Test,165.0,False
SL,KDPS,1023,Train,1.0,False
SL,KDPS,1023,Test,248.0,False
SL,KDPS,1024,Train,30.0,False
SL,KDPS,1024,Test,140.0,False
SL,KDPS,1025,Train,0.0,True
SL,KDPS,1025,Test,5.0,False
CSL,KDPS,1001,Train,0.0,True
CSL,KDPS,1001,Test,0.0,True
CSL,KDPS,1002,Train,1.0,False
CSL,KDPS,1002,Test,78.0,False
CSL,KDPS,1003,Train,5.0,False
CSL,KDPS,1003,Test,192.0,False
CSL,KDPS,1004,Train,0.0,True
CSL,KDPS,1004,Test,177.0,False
CSL,KDPS,1005,Train,0.0,True
CSL,KDPS,1005,Test,0.0,True
CSL,KDPS,1006,Train,6.0,False
CSL,KDPS,1006,Test,167.0,False
CSL,KDPS,1007,Train,0.0,True
CSL,KDPS,1007,Test,10.0,False
CSL,KDPS,1008,Train,0.0,True
CSL,KDPS,1008,Test,0.0,True
CSL,KDPS,1009,Train,0.0,True
CSL,KDPS,1009,Test,19.0,False
CSL,KDPS,1010,Train,3.0,False
CSL,KDPS,1010,Test,7000222.0,False
CSL,KDPS,1011,Train,0.0,True
CSL,KDPS,1011,Test,32.0,False
CSL,KDPS,1012,Train,0.0,True
CSL,KDPS,1012,Test,38.0,False
CSL,KDPS,1013,Train,1.0,False
CSL,KDPS,1013,Test,133.0,False
CSL,KDPS,1014,Train,0.0,True
CSL,KDPS,1014,Test,26.0,False
CSL,KDPS,1015,Train,0.0,True
CSL,KDPS,1015,Test,0.0,True
CSL,KDPS,1016,Train,4.0,False
CSL,KDPS,1016,Test,161.0,False
CSL,KDPS,1017,Train,1.0,False
CSL,KDPS,1017,Test,115.0,False
CSL,KDPS,1018,Train,5.0,False
CSL,KDPS,1018,Test,265.0,False
CSL,KDPS,1019,Train,3.0,False
CSL,KDPS,1019,Test,241.0,False
CSL,KDPS,1020,Train,0.0,True
CSL,KDPS,1020,Test,7.0,False
CSL,KDPS,1021,Train,4.0,False
CSL,KDPS,1021,Test,171.0,False
CSL,KDPS,1022,Train,0.0,True
CSL,KDPS,1022,Test,0.0,True
CSL,KDPS,1023,Train,2.0,False
CSL,KDPS,1023,Test,261.0,False
CSL,KDPS,1024,Train,4.0,False
CSL,KDPS,1024,Test,184.0,False
CSL,KDPS,1025,Train,0.0,True
CSL,KDPS,1025,Test,0.0,True
MDSLEN,KDPS,1001,Train,0.0,True
MDSLEN,KDPS,1001,Test,3.0,False
MDSLEN,KDPS,1002,Train,0.0,True
MDSLEN,KDPS,1002,Test,26.0,False
MDSLEN,KDPS,1003,Train,0.0,True
MDSLEN,KDPS,1003,Test,25.0,False
MDSLEN,KDPS,1004,Train,2.0,False
MDSLEN,KDPS,1004,Test,295.0,False
MDSLEN,KDPS,1005,Train,0.0,True
MDSLEN,KDPS,1005,Test,0.0,True
MDSLEN,KDPS,1006,Train,7.0,False
MDSLEN,KDPS,1006,Test,331.0,False
MDSLEN,KDPS,1007,Train,0.0,True
MDSLEN,KDPS,1007,Test,0.0,True
MDSLEN,KDPS,1008,Train,0.0,True
MDSLEN,KDPS,1008,Test,17.0,False
MDSLEN,KDPS,1009,Train,0.0,True
MDSLEN,KDPS,1009,Test,68.0,False
MDSLEN,KDPS,1010,Train,3.0,False
MDSLEN,KDPS,1010,Test,274.0,False
MDSLEN,KDPS,1011,Train,0.0,True
MDSLEN,KDPS,1011,Test,0.0,True
MDSLEN,KDPS,1012,Train,0.0,True
MDSLEN,KDPS,1012,Test,86.0,False
MDSLEN,KDPS,1013,Train,0.0,True
MDSLEN,KDPS,1013,Test,59.0,False
MDSLEN,KDPS,1014,Train,0.0,True
MDSLEN,KDPS,1014,Test,0.0,True
MDSLEN,KDPS,1015,Train,0.0,True
MDSLEN,KDPS,1015,Test,14.0,False
MDSLEN,KDPS,1016,Train,14.0,False
MDSLEN,KDPS,1016,Test,481.0,False
MDSLEN,KDPS,1017,Train,0.0,True
MDSLEN,KDPS,1017,Test,72.0,False
MDSLEN,KDPS,1018,Train,0.0,True
MDSLEN,KDPS,1018,Test,0.0,True
MDSLEN,KDPS,1019,Train,0.0,True
MDSLEN,KDPS,1019,Test,101.0,False
MDSLEN,KDPS,1020,Train,0.0,True
MDSLEN,KDPS,1020,Test,0.0,True
MDSLEN,KDPS,1021,Train,0.0,True
MDSLEN,KDPS,1021,Test,23.0,False
MDSLEN,KDPS,1022,Train,0.0,True
MDSLEN,KDPS,1022,Test,0.0,True
MDSLEN,KDPS,1023,Train,0.0,True
MDSLEN,KDPS,1023,Test,0.0,True
MDSLEN,KDPS,1024,Train,0.0,True
MDSLEN,KDPS,1024,Test,0.0,True
MDSLEN,KDPS,1025,Train,0.0,True
MDSLEN,KDPS,1025,Test,7.0,False
SLMD,KDPS,1001,Train,35.0,False
SLMD,KDPS,1001,Test,1065.0,False
SLMD,KDPS,1002,Train,30.0,False
SLMD,KDPS,1002,Test,1165.0,False
SLMD,KDPS,1003,Train,5.0,False
SLMD,KDPS,1003,Test,899.0,False
SLMD,KDPS,1004,Train,25.0,False
SLMD,KDPS,1004,Test,500.0,False
SLMD,KDPS,1005,Train,25.0,False
SLMD,KDPS,1005,Test,930.0,False
SLMD,KDPS,1006,Train,25.0,False
SLMD,KDPS,1006,Test,485.0,False
SLMD,KDPS,1007,Train,20.0,False
SLMD,KDPS,1007,Test,720.0,False
SLMD,KDPS,1008,Train,45.0,False
SLMD,KDPS,1008,Test,695.0,False
SLMD,KDPS,1009,Train,10.0,False
SLMD,KDPS,1009,Test,490.0,False
SLMD,KDPS,1010,Train,30.0,False
SLMD,KDPS,1010,Test,660.0,False
SLMD,KDPS,1011,Train,0.0,True
SLMD,KDPS,1011,Test,10.0,False
SLMD,KDPS,1012,Train,20.0,False
SLMD,KDPS,1012,Test,525.0,False
SLMD,KDPS,1013,Train,10.0,False
SLMD,KDPS,1013,Test,355.0,False
SLMD,KDPS,1014,Train,10.0,False
SLMD,KDPS,1014,Test,780.0,False
SLMD,KDPS,1015,Train,15.0,False
SLMD,KDPS,1015,Test,625.0,False
SLMD,KDPS,1016,Train,15.0,False
SLMD,KDPS,1016,Test,455.0,False
SLMD,KDPS,1017,Train,35.0,False
SLMD,KDPS,1017,Test,1199.0,False
SLMD,KDPS,1018,Train,0.0,True
SLMD,KDPS,1018,Test,110.0,False
SLMD,KDPS,1019,Train,20.0,False
SLMD,KDPS,1019,Test,805.0,False
SLMD,KDPS,1020,Train,25.0,False
SLMD,KDPS,1020,Test,545.0,False
SLMD,KDPS,1021,Train,10.0,False
SLMD,KDPS,1021,Test,205.0,False
SLMD,KDPS,1022,Train,0.0,True
SLMD,KDPS,1022,Test,0.0,True
SLMD,KDPS,1023,Train,15.0,False
SLMD,KDPS,1023,Test,400.0,False
SLMD,KDPS,1024,Train,40.0,False
SLMD,KDPS,1024,Test,1295.0,False
SLMD,KDPS,1025,Train,15.0,False
SLMD,KDPS,1025,Test,375.0,False
SLSTR,KDPS,1001,Train,5.0,False
SLSTR,KDPS,1001,Test,0.0,False
SLSTR,KDPS,1002,Train,65.0,False
SLSTR,KDPS,1002,Test,788.0,False
SLSTR,KDPS,1003,Train,25.0,False
SLSTR,KDPS,1003,Test,667.0,False
SLSTR,KDPS,1004,Train,0.0,True
SLSTR,KDPS,1004,Test,325.0,False
SLSTR,KDPS,1005,Train,40.0,False
SLSTR,KDPS,1005,Test,615.0,False
SLSTR,KDPS,1006,Train,0.0,True
SLSTR,KDPS,1006,Test,0.0,True
SLSTR,KDPS,1007,Train,0.0,True
SLSTR,KDPS,1007,Test,0.0,True
SLSTR,KDPS,1008,Train,35.0,False
SLSTR,KDPS,1008,Test,310.0,False
SLSTR,KDPS,1009,Train,5.0,False
SLSTR,KDPS,1009,Test,0.0,False
SLSTR,KDPS,1010,Train,0.0,True
SLSTR,KDPS,1010,Test,0.0,True
SLSTR,KDPS,1011,Train,0.0,True
SLSTR,KDPS,1011,Test,0.0,True
SLSTR,KDPS,1012,Train,85.0,False
SLSTR,KDPS,1012,Test,865.0,False
SLSTR,KDPS,1013,Train,0.0,True
SLSTR,KDPS,1013,Test,277.0,False
SLSTR,KDPS,1014,Train,40.0,False
SLSTR,KDPS,1014,Test,690.0,False
SLSTR,KDPS,1015,Train,20.0,False
SLSTR,KDPS,1015,Test,471.0,False
SLSTR,KDPS,1016,Train,20.0,False
SLSTR,KDPS,1016,Test,485.0,False
SLSTR,KDPS,1017,Train,5.0,False
SLSTR,KDPS,1017,Test,205.0,False
SLSTR,KDPS,1018,Train,56.0,False
SLSTR,KDPS,1018,Test,708.0,False
SLSTR,KDPS,1019,Train,25.0,False
SLSTR,KDPS,1019,Test,370.0,False
SLSTR,KDPS,1020,Train,29.0,False
SLSTR,KDPS,1020,Test,215.0,False
SLSTR,KDPS,1021,Train,0.0,True
SLSTR,KDPS,1021,Test,5.0,False
SLSTR,KDPS,1022,Train,0.0,True
SLSTR,KDPS,1022,Test,0.0,True
SLSTR,KDPS,1023,Train,0.0,True
SLSTR,KDPS,1023,Test,60.0,False
SLSTR,KDPS,1024,Train,0.0,True
SLSTR,KDPS,1024,Test,3048.0,False
SLSTR,KDPS,1025,Train,5.0,False
SLSTR,KDPS,1025,Test,70.0,False
